0.2259,0.0839,0.5202,0.7384,0.6013,0.1337,0.3032,0.5982,0.1372,0.5857,0.7949,0.4552,0.0563,0.0566,0.1935,0.7177,0.6676,0.4214,0.8797,0.4968,0.4840,0.7020,0.9246,0.1688,0.6274,0.6735,0.2011,0.4606,0.6543,0.9546,0.2290,0.6237,0.3865,0.5042,0.8034,0.2173,0.8296,0.5677,0.7591,0.0155,0.1944,0.0350,0.6385,0.9824,0.7315,0.1049,0.9686,0.2076,0.9973,0.1813
0.2619,0.3625,0.3650,0.2042,0.6384,0.2594,0.5199,0.1577,0.2300,0.7935,0.1019,0.9732,0.2839,0.2816,0.5682,0.3581,0.6811,0.3889,0.3801,0.9896,0.2335,0.2285,0.6051,0.3448,0.6260,0.7758,0.5969,0.2712,0.7591,0.1953,0.4694,0.3970,0.9981,0.0536,0.9654,0.4947,0.1306,0.0363,0.2151,0.2370,0.7702,0.0616,0.3690,0.8341,0.2163,0.4586,0.1736,0.6817,0.9967,0.3962
0.6177,0.6463,0.0540,0.4691,0.3260,0.5529,0.4535,0.9616,0.3410,0.4024,0.3990,0.8304,0.0196,0.2845,0.0571,0.9396,0.9207,0.7408,0.7610,0.3384,0.6713,0.0796,0.7033,0.7079,0.7681,0.0646,0.3424,0.6377,0.2863,0.1947,0.0141,0.3398,0.4393,0.4734,0.0590,0.1959,0.7233,0.5678,0.3769,0.5865,0.3850,0.5006,0.0380,0.5374,0.7268,0.0446,0.1308,0.3481,0.9529,0.9549
0.2399,0.8491,0.7962,0.8296,0.1668,0.0194,0.9645,0.0700,0.9511,0.2127,0.1260,0.5159,0.8551,0.9013,0.9755,0.6522,0.3265,0.0956,0.5017,0.8927,0.3510,0.2343,0.0408,0.0010,0.5678,0.9589,0.6161,0.7046,0.5924,0.6688,0.6937,0.9320,0.3493,0.1954,0.5017,0.6003,0.7216,0.4221,0.1378,0.6549,0.7467,0.9242,0.2069,0.0163,0.8461,0.4068,0.6737,0.8529,0.9481,0.6449
0.9730,0.2467,0.9704,0.7888,0.4837,0.6375,0.4027,0.0849,0.0674,0.6976,0.5915,0.6024,0.1107,0.3365,0.7614,0.1844,0.3435,0.4001,0.0591,0.6460,0.1480,0.7755,0.7403,0.0558,0.2370,0.0993,0.3714,0.3197,0.0672,0.2381,0.3742,0.2214,0.3467,0.3435,0.9483,0.2936,0.4491,0.4623,0.7196,0.4914,0.4350,0.8113,0.4367,0.2446,0.6871,0.0609,0.5538,0.4122,0.2021,0.7084
0.1734,0.4504,0.2672,0.8312,0.2392,0.3947,0.6177,0.3257,0.1866,0.6800,0.2562,0.5140,0.6206,0.0557,0.4874,0.6289,0.6947,0.3392,0.3295,0.7961,0.8573,0.5390,0.7643,0.0537,0.1872,0.4878,0.5521,0.8050,0.5873,0.9893,0.1401,0.4755,0.7366,0.9192,0.3566,0.8695,0.8861,0.7809,0.7008,0.8382,0.5387,0.7920,0.5839,0.1329,0.1126,0.8925,0.2558,0.2595,0.5454,0.7091
0.8314,0.8997,0.8984,0.3270,0.7023,0.8479,0.8306,0.8103,0.0662,0.4118,0.6258,0.3781,0.6458,0.5899,0.2133,0.2957,0.6762,0.4156,0.0315,0.3199,0.8316,0.8939,0.4973,0.5038,0.8626,0.3379,0.2372,0.0976,0.9570,0.3514,0.5571,0.7449,0.9990,0.3303,0.2570,0.3230,0.0411,0.4989,0.2098,0.4486,0.7231,0.7461,0.5102,0.3719,0.8882,0.9694,0.3723,0.0911,0.2836,0.9138
0.8034,0.7626,0.7284,0.8041,0.0076,0.9451,0.9577,0.3996,0.3335,0.4764,0.2507,0.8845,0.1763,0.3750,0.2288,0.7820,0.7014,0.9247,0.2428,0.9919,0.2926,0.2247,0.6301,0.1915,0.3088,0.0548,0.3058,0.4545,0.8918,0.5850,0.5098,0.6697,0.2027,0.7193,0.3929,0.7552,0.7119,0.1117,0.3853,0.2929,0.3715,0.5742,0.5763,0.4491,0.2552,0.7122,0.3996,0.1423,0.8587,0.3722
0.9516,0.5747,0.7960,0.3808,0.3209,0.3274,0.3724,0.3870,0.9386,0.7615,0.8597,0.0562,0.1419,0.1067,0.1383,0.0959,0.3491,0.5877,0.6125,0.0957,0.3660,0.1519,0.1916,0.9876,0.2041,0.5671,0.5404,0.7347,0.6353,0.2797,0.5310,0.5211,0.6276,0.2301,0.7245,0.7573,0.6264,0.3992,0.1049,0.2593,0.7895,0.7279,0.9647,0.8640,0.8060,0.4869,0.6994,0.1579,0.1691,0.1274
0.9427,0.6748,0.4982,0.9105,0.6302,0.8419,0.6400,0.9026,0.7572,0.9703,0.8042,0.0565,0.1821,0.1022,0.6414,0.6330,0.3182,0.7170,0.6754,0.1458,0.0476,0.6626,0.3212,0.6170,0.1260,0.6398,0.7359,0.2337,0.0107,0.3149,0.6811,0.7136,0.0549,0.7994,0.4966,0.8185,0.4871,0.8281,0.5018,0.2604,0.2382,0.0034,0.1836,0.8547,0.3700,0.9240,0.2515,0.7724,0.3563,0.1079
0.5391,0.2462,0.1973,0.5796,0.1791,0.8710,0.0640,0.6178,0.4356,0.9191,0.6170,0.4984,0.2168,0.1818,0.4067,0.5901,0.1992,0.6334,0.2741,0.1245,0.3849,0.9706,0.0969,0.2144,0.7251,0.5179,0.9418,0.2837,0.4785,0.6342,0.5572,0.5451,0.0927,0.6156,0.3861,0.0379,0.2952,0.7716,0.3954,0.2014,0.3639,0.5776,0.4702,0.6223,0.8466,0.3401,0.4245,0.8099,0.2413,0.2113
0.8819,0.9509,0.2952,0.5874,0.5115,0.6208,0.9356,0.4394,0.7902,0.2006,0.9963,0.6763,0.7107,0.1298,0.0935,0.2461,0.7678,0.9068,0.5320,0.1296,0.7813,0.7312,0.3070,0.5153,0.1833,0.6741,0.6379,0.2848,0.5948,0.5241,0.1625,0.2107,0.3819,0.8292,0.4673,0.4793,0.9526,0.4840,0.0910,0.1058,0.0696,0.4627,0.5246,0.6012,0.4952,0.9859,0.1817,0.9263,0.6249,0.3301
0.3846,0.9742,0.1373,0.9015,0.3991,0.1593,0.6274,0.7883,0.0605,0.3545,0.4369,0.5952,0.2485,0.3923,0.8561,0.5076,0.8680,0.6437,0.9564,0.9021,0.2007,0.5794,0.3715,0.0212,0.7777,0.9296,0.5438,0.1572,0.9293,0.9219,0.7646,0.0319,0.7667,0.2222,0.2516,0.7230,0.9163,0.3363,0.1711,0.0563,0.7620,0.5545,0.3712,0.7807,0.1603,0.3550,0.6427,0.4039,0.3671,0.1554
0.2653,0.3307,0.6062,0.3884,0.0828,0.1133,0.4421,0.4524,0.3658,0.4570,0.9474,0.6764,0.9874,0.0298,0.1568,0.8049,0.9500,0.1285,0.4438,0.2631,0.5198,0.3332,0.7656,0.6478,0.8848,0.0495,0.1706,0.7992,0.6426,0.8565,0.9015,0.4980,0.4288,0.7637,0.9061,0.0490,0.4864,0.2898,0.1115,0.5494,0.8197,0.9708,0.1994,0.4586,0.9769,0.8756,0.9687,0.2773,0.7068,0.8460
0.8754,0.7056,0.4402,0.7902,0.9518,0.1249,0.6030,0.4644,0.2149,0.5216,0.5746,0.7665,0.2626,0.2775,0.0544,0.4717,0.6508,0.7432,0.4547,0.4354,0.7055,0.6283,0.3802,0.9680,0.9491,0.5023,0.9021,0.8288,0.6504,0.9523,0.6383,0.5177,0.4767,0.9838,0.7736,0.5310,0.8971,0.5444,0.4869,0.6762,0.3143,0.0373,0.8488,0.9425,0.2662,0.9042,0.2078,0.5837,0.9834,0.4645
0.2891,0.8342,0.4089,0.7898,0.1309,0.6901,0.3099,0.3364,0.3337,0.7915,0.5952,0.8142,0.4022,0.8534,0.6251,0.8726,0.4634,0.2576,0.8697,0.2239,0.1307,0.3071,0.7588,0.5164,0.3516,0.3574,0.3964,0.1594,0.1871,0.4832,0.7412,0.9274,0.9326,0.9163,0.4570,0.3826,0.1702,0.5305,0.8176,0.9116,0.1872,0.4907,0.9651,0.6369,0.0369,0.3442,0.2309,0.3692,0.3763,0.1995
0.7847,0.9081,0.2540,0.4823,0.6265,0.2996,0.0768,0.8047,0.1383,0.8428,0.3488,0.3586,0.9348,0.2987,0.8770,0.9822,0.1074,0.4574,0.8500,0.7036,0.4574,0.3850,0.8082,0.6731,0.4312,0.1436,0.1446,0.4181,0.8229,0.2051,0.4079,0.7083,0.8342,0.6931,0.8373,0.8624,0.6439,0.2072,0.5397,0.3534,0.7398,0.2015,0.1253,0.9111,0.9170,0.2611,0.1653,0.5853,0.3936,0.9642
0.1917,0.9870,0.2190,0.6843,0.8058,0.1894,0.8756,0.3307,0.8465,0.0313,0.8284,0.9301,0.1173,0.0709,0.2002,0.9589,0.9316,0.5158,0.2923,0.0349,0.7228,0.8996,0.0801,0.1729,0.6456,0.7834,0.9747,0.2844,0.6308,0.2270,0.7030,0.1162,0.9314,0.1254,0.5366,0.0682,0.7904,0.4778,0.2970,0.7528,0.1179,0.5320,0.8617,0.5444,0.6185,0.9759,0.0402,0.8125,0.8703,0.2987
0.1058,0.1892,0.4241,0.0486,0.9591,0.3036,0.1584,0.1116,0.3100,0.6599,0.8875,0.8336,0.8571,0.1769,0.2631,0.6763,0.2405,0.5759,0.4054,0.8868,0.6613,0.7955,0.2185,0.3421,0.5820,0.9147,0.4421,0.1887,0.8620,0.5646,0.2712,0.9338,0.9721,0.0686,0.4985,0.6889,0.9474,0.2115,0.8017,0.3173,0.1109,0.0446,0.2404,0.1280,0.9658,0.2067,0.2827,0.9586,0.3368,0.7752
0.0636,0.2681,0.5414,0.2584,0.7386,0.5657,0.6809,0.5302,0.3782,0.7419,0.0661,0.7340,0.1420,0.0353,0.1614,0.1133,0.2047,0.4458,0.4060,0.5428,0.3942,0.2624,0.4607,0.8332,0.7750,0.3721,0.3113,0.3244,0.6874,0.9476,0.5987,0.7334,0.3156,0.6660,0.6713,0.2262,0.0792,0.7020,0.9905,0.3858,0.6401,0.3961,0.4307,0.2846,0.9059,0.8171,0.4775,0.3762,0.0841,0.8462
0.1389,0.2649,0.6957,0.9933,0.7910,0.7161,0.4467,0.3433,0.8808,0.5958,0.8454,0.3802,0.5452,0.3836,0.1491,0.8442,0.8639,0.4654,0.0185,0.8121,0.1035,0.9538,0.1413,0.7972,0.2949,0.0232,0.5420,0.1489,0.0734,0.3135,0.7431,0.2806,0.6950,0.4210,0.9067,0.5206,0.6272,0.5371,0.8668,0.8332,0.9301,0.4698,0.8158,0.8497,0.3431,0.1658,0.6660,0.9519,0.9039,0.7686
0.6963,0.0684,0.6279,0.0936,0.0607,0.4015,0.8111,0.0786,0.1600,0.3250,0.8980,0.2186,0.8989,0.8822,0.4943,0.4137,0.0221,0.1718,0.4475,0.6420,0.3992,0.0215,0.5328,0.0118,0.8377,0.2052,0.1315,0.0815,0.5700,0.5200,0.5117,0.2803,0.2153,0.4469,0.0575,0.3159,0.1164,0.6406,0.5219,0.3836,0.9818,0.8439,0.8430,0.8720,0.7597,0.6567,0.9863,0.9367,0.6417,0.9496
0.4423,0.5916,0.8728,0.8873,0.8184,0.3055,0.1263,0.5683,0.1219,0.6721,0.5920,0.3519,0.8277,0.1132,0.2100,0.2829,0.1804,0.9282,0.1789,0.2128,0.2938,0.9424,0.6126,0.1155,0.2273,0.7969,0.7127,0.3398,0.1480,0.4030,0.8479,0.2843,0.2990,0.3240,0.5102,0.2442,0.9111,0.0538,0.8943,0.7904,0.2564,0.7894,0.5962,0.5226,0.8796,0.8449,0.6647,0.8853,0.5211,0.3309
0.9493,0.2415,0.4290,0.9950,0.9691,0.0674,0.1843,0.6720,0.1499,0.9145,0.2485,0.2949,0.0949,0.1714,0.8253,0.1122,0.4541,0.6309,0.0229,0.6649,0.4205,0.5137,0.9112,0.6737,0.2492,0.5045,0.3760,0.3782,0.2764,0.8796,0.6539,0.8690,0.6880,0.9366,0.4809,0.6075,0.5725,0.6654,0.0398,0.5845,0.6401,0.0400,0.7348,0.9149,0.5497,0.2531,0.9876,0.4676,0.6188,0.6827
0.7487,0.4390,0.5852,0.5822,0.1480,0.0932,0.9979,0.8798,0.1534,0.7184,0.0085,0.6388,0.9839,0.1077,0.4564,0.0948,0.3174,0.8565,0.5888,0.9592,0.7008,0.1686,0.4886,0.5531,0.6738,0.0604,0.4484,0.1253,0.7928,0.6230,0.7922,0.6588,0.8343,0.2755,0.0878,0.1707,0.8743,0.4416,0.7537,0.9979,0.1438,0.0646,0.6730,0.0656,0.4588,0.7711,0.8352,0.5836,0.4361,0.0041
0.0550,0.1982,0.8357,0.6155,0.8432,0.4038,0.8738,0.8583,0.6238,0.5183,0.4808,0.3069,0.4256,0.7554,0.8962,0.4472,0.5806,0.2221,0.3536,0.0678,0.4067,0.0526,0.5110,0.6059,0.8386,0.3721,0.7129,0.4198,0.6468,0.5737,0.4680,0.5612,0.4256,0.0134,0.5996,0.0686,0.8571,0.2009,0.2128,0.2587,0.2649,0.2454,0.6760,0.7806,0.0504,0.6240,0.1911,0.4652,0.6489,0.9926
0.9296,0.6944,0.9432,0.7021,0.0933,0.3848,0.4944,0.8167,0.6061,0.4284,0.8178,0.1678,0.4547,0.1157,0.1843,0.4285,0.3354,0.1381,0.5853,0.4605,0.7073,0.0624,0.4553,0.9235,0.1638,0.5154,0.0626,0.6896,0.7938,0.4328,0.6874,0.6389,0.1968,0.0526,0.6679,0.0628,0.5351,0.3476,0.1502,0.3198,0.6670,0.3009,0.7627,0.9873,0.7629,0.4510,0.3197,0.0079,0.4397,0.5290
0.9900,0.6714,0.4897,0.2457,0.4809,0.1341,0.4774,0.9261,0.7416,0.2375,0.3104,0.8738,0.8090,0.7239,0.3914,0.8583,0.8859,0.0189,0.7427,0.6079,0.9713,0.1225,0.7360,0.8199,0.3980,0.9422,0.4994,0.1268,0.5233,0.4848,0.9428,0.8882,0.8077,0.4368,0.8854,0.7752,0.0152,0.0213,0.3217,0.3628,0.0050,0.6410,0.7676,0.2203,0.6620,0.1109,0.9723,0.1519,0.4070,0.8596
0.9009,0.6866,0.8866,0.3991,0.8339,0.6611,0.3314,0.9085,0.8816,0.4252,0.0001,0.8210,0.5052,0.9088,0.8719,0.3859,0.3054,0.5086,0.7461,0.4610,0.7695,0.4315,0.1923,0.2383,0.0157,0.6047,0.0761,0.7577,0.2747,0.0834,0.8894,0.6768,0.9348,0.1091,0.1653,0.9115,0.9803,0.2698,0.2709,0.9768,0.6576,0.6370,0.4970,0.0093,0.7227,0.6947,0.1105,0.9102,0.3148,0.7934
0.9823,0.1858,0.8314,0.3611,0.9649,0.4863,0.5216,0.4319,0.6581,0.7356,0.3058,0.2363,0.1304,0.6341,0.9824,0.6825,0.0683,0.6978,0.1307,0.1387,0.3030,0.8221,0.6139,0.1631,0.0598,0.3809,0.5979,0.1812,0.6037,0.1958,0.2676,0.7772,0.1586,0.0131,0.2853,0.7274,0.5560,0.4351,0.9233,0.2925,0.0102,0.5171,0.1595,0.2975,0.1796,0.4165,0.3921,0.8620,0.3073,0.1065
0.8627,0.3971,0.2165,0.1589,0.8360,0.4446,0.8972,0.7278,0.4457,0.8382,0.9927,0.1684,0.5214,0.1853,0.6328,0.8858,0.3988,0.8051,0.0052,0.3146,0.8064,0.1062,0.6055,0.6161,0.4322,0.0920,0.5330,0.3848,0.7856,0.6964,0.6307,0.4447,0.1582,0.5162,0.8391,0.2246,0.7210,0.0857,0.3012,0.6397,0.0686,0.1951,0.5861,0.0035,0.1405,0.4093,0.5887,0.0891,0.8787,0.7224
0.1231,0.0614,0.1709,0.3767,0.2475,0.4659,0.5487,0.3647,0.7178,0.4441,0.6291,0.2602,0.9479,0.8474,0.7501,0.1371,0.1889,0.6573,0.4261,0.8653,0.6278,0.7336,0.8604,0.3438,0.0167,0.7644,0.1377,0.0629,0.2901,0.3105,0.5554,0.7070,0.6214,0.4098,0.2552,0.9133,0.2362,0.8017,0.7781,0.0135,0.8153,0.8288,0.6752,0.8207,0.5694,0.4151,0.5760,0.5195,0.9054,0.3788
0.5737,0.5114,0.3829,0.2529,0.0966,0.7913,0.7245,0.8888,0.6295,0.0641,0.7576,0.6562,0.4781,0.0547,0.5447,0.3580,0.3186,0.5230,0.7903,0.0224,0.5016,0.3908,0.2942,0.8485,0.7691,0.2376,0.9192,0.7268,0.4479,0.7166,0.5808,0.5494,0.0347,0.8119,0.9456,0.0160,0.0963,0.3866,0.8314,0.8604,0.9610,0.1315,0.5712,0.1820,0.9054,0.7291,0.2781,0.0351,0.3711,0.8040
0.9312,0.7257,0.4723,0.1963,0.9094,0.3096,0.0328,0.7841,0.7430,0.5430,0.9015,0.6446,0.8362,0.7928,0.2723,0.4991,0.6755,0.0923,0.9753,0.2709,0.1105,0.0885,0.7007,0.6760,0.1621,0.0891,0.1835,0.5916,0.0671,0.1543,0.9133,0.4570,0.7072,0.8300,0.4172,0.1143,0.4628,0.8325,0.5171,0.9431,0.9128,0.0030,0.2671,0.5696,0.4617,0.5986,0.9994,0.6136,0.0944,0.5587
0.7378,0.5294,0.9758,0.5437,0.5237,0.0931,0.7703,0.7313,0.7984,0.7863,0.3786,0.1748,0.9581,0.0542,0.0046,0.0662,0.1500,0.7104,0.5158,0.1757,0.1651,0.2629,0.7260,0.4954,0.2466,0.2476,0.9784,0.4502,0.5559,0.4626,0.4703,0.9750,0.3338,0.7674,0.3211,0.1115,0.6408,0.4323,0.1451,0.9296,0.7225,0.1333,0.9752,0.9914,0.0046,0.1070,0.1489,0.6342,0.4495,0.7526
0.7856,0.7522,0.9912,0.4169,0.6319,0.1412,0.5767,0.9851,0.1875,0.8135,0.3215,0.0029,0.6722,0.6940,0.3072,0.8756,0.2078,0.8851,0.6953,0.7796,0.0872,0.0283,0.1656,0.4596,0.0975,0.1757,0.0275,0.6309,0.2713,0.1423,0.8125,0.1822,0.9231,0.2000,0.4014,0.9080,0.3239,0.2328,0.0961,0.0008,0.3142,0.6005,0.3767,0.5368,0.6050,0.3239,0.9493,0.4150,0.4667,0.2927
0.5134,0.1099,0.5239,0.6429,0.2782,0.9509,0.2879,0.5347,0.3030,0.9776,0.8998,0.1270,0.0655,0.8295,0.5840,0.6723,0.4383,0.5952,0.3018,0.3655,0.4141,0.8034,0.2573,0.9178,0.7701,0.3235,0.2958,0.3049,0.8292,0.4937,0.6095,0.8938,0.6822,0.8628,0.3948,0.7386,0.3689,0.0236,0.8733,0.2986,0.5022,0.1344,0.1184,0.1038,0.5420,0.0391,0.5703,0.8577,0.9601,0.6614
0.9995,0.3181,0.8278,0.9271,0.2142,0.2255,0.4749,0.2201,0.3086,0.8985,0.8923,0.6602,0.1359,0.0689,0.6090,0.3009,0.7653,0.9156,0.5464,0.9396,0.8705,0.8348,0.2438,0.6051,0.5483,0.1093,0.8238,0.7731,0.5726,0.6098,0.1683,0.4304,0.4210,0.9173,0.8036,0.1263,0.4456,0.6101,0.5630,0.3277,0.6996,0.7956,0.9564,0.2099,0.5633,0.2172,0.0791,0.5850,0.1853,0.6724
0.4648,0.5710,0.2037,0.1787,0.2351,0.1319,0.7624,0.7024,0.1688,0.8283,0.7988,0.6454,0.8561,0.5415,0.3532,0.0742,0.4406,0.9397,0.2046,0.4632,0.6451,0.9335,0.1178,0.1943,0.5859,0.5817,0.2569,0.7984,0.5381,0.7874,0.0391,0.0559,0.2331,0.0921,0.3119,0.7004,0.2066,0.6032,0.4436,0.2459,0.6121,0.7566,0.3513,0.7132,0.6429,0.5173,0.3609,0.6019,0.2757,0.6937
0.1781,0.9081,0.8564,0.9829,0.8256,0.6465,0.1627,0.4396,0.4137,0.2965,0.8029,0.4270,0.7549,0.4091,0.3625,0.5996,0.0600,0.1073,0.6514,0.9503,0.9450,0.1391,0.5572,0.2980,0.0510,0.6979,0.3086,0.3965,0.4192,0.4222,0.6388,0.6250,0.1555,0.7230,0.0987,0.1351,0.1229,0.4941,0.6911,0.5213,0.3922,0.9828,0.7337,0.7745,0.7634,0.2734,0.4899,0.4160,0.5858,0.6578
0.0567,0.0329,0.2179,0.1754,0.9454,0.0813,0.0419,0.9903,0.4772,0.5497,0.8493,0.9231,0.7076,0.7808,0.9011,0.8613,0.7249,0.8628,0.9423,0.8175,0.9537,0.1329,0.3474,0.8319,0.1335,0.5849,0.1272,0.2640,0.8873,0.2063,0.2304,0.4504,0.7372,0.5201,0.9626,0.7110,0.1361,0.0515,0.1903,0.6985,0.1353,0.4736,0.8405,0.5932,0.3425,0.0916,0.2631,0.4401,0.2430,0.3806
0.5219,0.0539,0.0770,0.8583,0.3908,0.6592,0.2257,0.9573,0.9162,0.5526,0.9918,0.8667,0.1841,0.6364,0.5517,0.8271,0.7547,0.1098,0.6402,0.7357,0.4699,0.4882,0.0854,0.6945,0.4569,0.4550,0.7771,0.7773,0.9736,0.3235,0.3212,0.1581,0.6012,0.2702,0.2751,0.7106,0.0525,0.9272,0.2556,0.9580,0.8273,0.1107,0.0678,0.1193,0.1325,0.7051,0.0539,0.6582,0.4037,0.2183
0.4685,0.5323,0.1254,0.5137,0.5312,0.9474,0.4711,0.8667,0.5402,0.0803,0.4381,0.2594,0.5121,0.2154,0.4733,0.3741,0.4963,0.4125,0.3394,0.3374,0.4379,0.6268,0.2828,0.9592,0.6288,0.5004,0.2835,0.4957,0.8883,0.1800,0.7447,0.9611,0.6510,0.5226,0.3142,0.6063,0.6359,0.0082,0.0885,0.2368,0.3320,0.7104,0.4928,0.8913,0.0166,0.6838,0.2576,0.9622,0.8712,0.1477
0.7455,0.3287,0.6030,0.4939,0.2348,0.6021,0.6911,0.2093,0.5435,0.9093,0.6568,0.2810,0.1542,0.9156,0.0213,0.0256,0.9798,0.9148,0.0037,0.4426,0.6237,0.0479,0.6842,0.1159,0.2314,0.7937,0.1605,0.9618,0.2311,0.9320,0.5836,0.5052,0.9658,0.0046,0.5559,0.0882,0.9512,0.5401,0.4259,0.3457,0.5001,0.3555,0.1497,0.1336,0.2331,0.8117,0.0104,0.5329,0.8525,0.5221
0.5619,0.9748,0.8648,0.1988,0.4955,0.5918,0.5123,0.6997,0.5521,0.1351,0.8771,0.6190,0.6452,0.2810,0.8601,0.9334,0.0317,0.5750,0.2937,0.8160,0.8242,0.9660,0.1048,0.8150,0.2129,0.2193,0.7654,0.3774,0.5938,0.9894,0.0060,0.7740,0.6503,0.4317,0.3608,0.0542,0.5275,0.4828,0.2785,0.6535,0.3369,0.5012,0.6469,0.9370,0.2425,0.0818,0.3995,0.1692,0.8104,0.5405
0.0538,0.7811,0.0694,0.9138,0.4123,0.4148,0.9595,0.0112,0.6142,0.4872,0.6999,0.8410,0.7765,0.0737,0.1900,0.1501,0.1030,0.1755,0.0503,0.7271,0.1846,0.6828,0.1527,0.6928,0.6887,0.6397,0.0970,0.2901,0.4072,0.1278,0.4693,0.9022,0.8520,0.1069,0.5116,0.7946,0.0342,0.5700,0.0883,0.3167,0.2067,0.1639,0.8910,0.4225,0.7782,0.6918,0.3035,0.3669,0.4475,0.1516
